x,y,z
130.0,250.0,25.0
130.0,250.0,30.0
130.0,250.0,35.0
130.0,250.0,40.0
130.0,250.0,45.0
130.0,250.0,50.0
130.0,250.0,55.0
130.0,250.0,60.0
130.0,250.0,65.0
130.0,250.0,70.0
130.0,250.0,75.0
130.0,250.0,80.0
130.0,250.0,85.0
130.0,250.0,90.0
130.0,250.0,95.0
130.0,250.0,100.0
130.0,250.0,105.0
130.0,250.0,110.0
130.0,250.0,115.0
130.0,250.0,120.0
130.0,250.0,125.0
130.0,250.0,130.0
130.0,250.0,135.0
130.0,250.0,140.0
130.0,260.0,0.0
130.0,260.0,5.0
130.0,260.0,10.0
130.0,260.0,15.0
130.0,260.0,20.0
130.0,260.0,25.0
130.0,260.0,30.0
130.0,260.0,35.0
130.0,260.0,40.0
130.0,260.0,45.0
130.0,260.0,50.0
130.0,260.0,55.0
130.0,260.0,60.0
130.0,260.0,65.0
130.0,260.0,70.0
130.0,260.0,75.0
130.0,260.0,80.0
130.0,260.0,85.0
130.0,260.0,90.0
130.0,260.0,95.0
130.0,260.0,100.0
130.0,260.0,105.0
130.0,260.0,110.0
130.0,260.0,115.0
130.0,260.0,120.0
130.0,260.0,125.0
130.0,260.0,130.0
130.0,260.0,135.0
130.0,260.0,140.0
130.0,270.0,0.0
130.0,270.0,5.0
130.0,270.0,10.0
130.0,270.0,15.0
130.0,270.0,20.0
130.0,270.0,25.0
130.0,270.0,30.0
130.0,270.0,35.0
130.0,270.0,40.0
130.0,270.0,45.0
130.0,270.0,50.0
130.0,270.0,55.0
130.0,270.0,60.0
130.0,270.0,65.0
130.0,270.0,70.0
130.0,270.0,75.0
130.0,270.0,80.0
130.0,270.0,85.0
130.0,270.0,90.0
130.0,270.0,95.0
130.0,270.0,100.0
130.0,270.0,105.0
130.0,270.0,110.0
130.0,270.0,115.0
130.0,270.0,120.0
130.0,270.0,125.0
130.0,270.0,130.0
130.0,270.0,135.0
130.0,270.0,140.0
130.0,280.0,0.0
130.0,280.0,5.0
130.0,280.0,10.0
130.0,280.0,15.0
130.0,280.0,20.0
130.0,280.0,25.0
130.0,280.0,30.0
130.0,280.0,35.0
130.0,280.0,40.0
130.0,280.0,45.0
130.0,280.0,50.0
130.0,280.0,55.0
130.0,280.0,60.0
130.0,280.0,65.0
130.0,280.0,70.0
130.0,280.0,75.0
130.0,280.0,80.0
130.0,280.0,85.0
130.0,280.0,90.0
130.0,280.0,95.0
130.0,280.0,100.0
130.0,280.0,105.0
130.0,280.0,110.0
130.0,280.0,115.0
130.0,280.0,120.0
130.0,280.0,125.0
130.0,280.0,130.0
130.0,280.0,135.0
130.0,280.0,140.0
130.0,290.0,0.0
130.0,290.0,5.0
130.0,290.0,10.0
130.0,290.0,15.0
130.0,290.0,20.0
130.0,290.0,25.0
130.0,290.0,30.0
130.0,290.0,35.0
130.0,290.0,40.0
130.0,290.0,45.0
130.0,290.0,50.0
130.0,290.0,55.0
130.0,290.0,60.0
130.0,290.0,65.0
130.0,290.0,70.0
130.0,290.0,75.0
130.0,290.0,80.0
130.0,290.0,85.0
130.0,290.0,90.0
130.0,290.0,95.0
130.0,290.0,100.0
130.0,290.0,105.0
130.0,290.0,110.0
130.0,290.0,115.0
130.0,290.0,120.0
130.0,290.0,125.0
130.0,290.0,130.0
130.0,290.0,135.0
130.0,290.0,140.0
130.0,300.0,0.0
130.0,300.0,5.0
130.0,300.0,10.0
130.0,300.0,15.0
130.0,300.0,20.0
130.0,300.0,25.0
130.0,300.0,30.0
130.0,300.0,35.0
130.0,300.0,40.0
130.0,300.0,45.0
130.0,300.0,50.0
130.0,300.0,55.0
130.0,300.0,60.0
130.0,300.0,65.0
130.0,300.0,70.0
130.0,300.0,75.0
130.0,300.0,80.0
130.0,300.0,85.0
130.0,300.0,90.0
130.0,300.0,95.0
130.0,300.0,100.0
130.0,300.0,105.0
130.0,300.0,110.0
130.0,300.0,115.0
130.0,300.0,120.0
130.0,300.0,125.0
130.0,300.0,130.0
130.0,300.0,135.0
130.0,300.0,140.0
130.0,310.0,0.0
130.0,310.0,5.0
130.0,310.0,10.0
130.0,310.0,15.0
130.0,310.0,20.0
130.0,310.0,25.0
130.0,310.0,30.0
130.0,310.0,35.0
130.0,310.0,40.0
130.0,310.0,45.0
130.0,310.0,50.0
130.0,310.0,55.0
130.0,310.0,60.0
130.0,310.0,65.0
130.0,310.0,70.0
130.0,310.0,75.0
130.0,310.0,80.0
130.0,310.0,85.0
130.0,310.0,90.0
130.0,310.0,95.0
130.0,310.0,100.0
130.0,310.0,105.0
130.0,310.0,110.0
130.0,310.0,115.0
130.0,310.0,120.0
130.0,310.0,125.0
130.0,310.0,130.0
130.0,310.0,135.0
130.0,310.0,140.0
130.0,320.0,0.0
130.0,320.0,5.0
130.0,320.0,10.0
130.0,320.0,15.0
130.0,320.0,20.0
130.0,320.0,25.0
130.0,320.0,30.0
130.0,320.0,35.0
130.0,320.0,40.0
130.0,320.0,45.0
130.0,320.0,50.0
130.0,320.0,55.0
130.0,320.0,60.0
130.0,320.0,65.0
130.0,320.0,70.0
130.0,320.0,75.0
130.0,320.0,80.0
130.0,320.0,85.0
130.0,320.0,90.0
130.0,320.0,95.0
130.0,320.0,100.0
130.0,320.0,105.0
130.0,320.0,110.0
130.0,320.0,115.0
130.0,320.0,120.0
130.0,320.0,125.0
130.0,320.0,130.0
130.0,320.0,135.0
130.0,320.0,140.0
130.0,330.0,0.0
130.0,330.0,5.0
130.0,330.0,10.0
130.0,330.0,15.0
130.0,330.0,20.0
130.0,330.0,25.0
130.0,330.0,30.0
130.0,330.0,35.0
130.0,330.0,40.0
130.0,330.0,45.0
130.0,330.0,50.0
130.0,330.0,55.0
130.0,330.0,60.0
130.0,330.0,65.0
130.0,330.0,70.0
130.0,330.0,75.0
130.0,330.0,80.0
130.0,330.0,85.0
130.0,330.0,90.0
130.0,330.0,95.0
130.0,330.0,100.0
130.0,330.0,105.0
130.0,330.0,110.0
130.0,330.0,115.0
130.0,330.0,120.0
130.0,330.0,125.0
130.0,330.0,130.0
130.0,330.0,135.0
130.0,330.0,140.0
130.0,340.0,0.0
130.0,340.0,5.0
130.0,340.0,10.0
130.0,340.0,15.0
130.0,340.0,20.0
130.0,340.0,25.0
130.0,340.0,30.0
130.0,340.0,35.0
130.0,340.0,40.0
130.0,340.0,45.0
130.0,340.0,50.0
130.0,340.0,55.0
130.0,340.0,60.0
130.0,340.0,65.0
130.0,340.0,70.0
130.0,340.0,75.0
130.0,340.0,80.0
130.0,340.0,85.0
130.0,340.0,90.0
130.0,340.0,95.0
130.0,340.0,100.0
130.0,340.0,105.0
130.0,340.0,110.0
130.0,340.0,115.0
130.0,340.0,120.0
130.0,340.0,125.0
130.0,340.0,130.0
130.0,340.0,135.0
130.0,340.0,140.0
130.0,350.0,0.0
130.0,350.0,5.0
130.0,350.0,10.0
130.0,350.0,15.0
130.0,350.0,20.0
130.0,350.0,25.0
130.0,350.0,30.0
130.0,350.0,35.0
130.0,350.0,40.0
130.0,350.0,45.0
130.0,350.0,50.0
130.0,350.0,55.0
130.0,350.0,60.0
130.0,350.0,65.0
130.0,350.0,70.0
130.0,350.0,75.0
130.0,350.0,80.0
130.0,350.0,85.0
130.0,350.0,90.0
130.0,350.0,95.0
130.0,350.0,100.0
130.0,350.0,105.0
130.0,350.0,110.0
130.0,350.0,115.0
130.0,350.0,120.0
130.0,350.0,125.0
130.0,350.0,130.0
130.0,350.0,135.0
130.0,350.0,140.0
130.0,360.0,0.0
130.0,360.0,5.0
130.0,360.0,10.0
130.0,360.0,15.0
130.0,360.0,20.0
130.0,360.0,25.0
130.0,360.0,30.0
130.0,360.0,35.0
130.0,360.0,40.0
130.0,360.0,45.0
130.0,360.0,50.0
130.0,360.0,55.0
130.0,360.0,60.0
130.0,360.0,65.0
130.0,360.0,70.0
130.0,360.0,75.0
130.0,360.0,80.0
130.0,360.0,85.0
130.0,360.0,90.0
130.0,360.0,95.0
130.0,360.0,100.0
130.0,360.0,105.0
130.0,360.0,110.0
130.0,360.0,115.0
130.0,360.0,120.0
130.0,360.0,125.0
130.0,360.0,130.0
130.0,360.0,135.0
130.0,360.0,140.0
130.0,370.0,0.0
130.0,370.0,5.0
130.0,370.0,10.0
130.0,370.0,15.0
130.0,370.0,20.0
130.0,370.0,25.0
130.0,370.0,30.0
130.0,370.0,35.0
130.0,370.0,40.0
130.0,370.0,45.0
130.0,370.0,50.0
130.0,370.0,55.0
130.0,370.0,60.0
130.0,370.0,65.0
130.0,370.0,70.0
130.0,370.0,75.0
130.0,370.0,80.0
130.0,370.0,85.0
130.0,370.0,90.0
130.0,370.0,95.0
130.0,370.0,100.0
130.0,370.0,105.0
130.0,370.0,110.0
130.0,370.0,115.0
130.0,370.0,120.0
130.0,370.0,125.0
130.0,370.0,130.0
130.0,370.0,135.0
130.0,370.0,140.0
130.0,380.0,0.0
130.0,380.0,5.0
130.0,380.0,10.0
130.0,380.0,15.0
130.0,380.0,20.0
130.0,380.0,25.0
130.0,380.0,30.0
130.0,380.0,35.0
130.0,380.0,40.0
130.0,380.0,45.0
130.0,380.0,50.0
130.0,380.0,55.0
130.0,380.0,60.0
130.0,380.0,65.0
130.0,380.0,70.0
130.0,380.0,75.0
130.0,380.0,80.0
130.0,380.0,85.0
130.0,380.0,90.0
130.0,380.0,95.0
130.0,380.0,100.0
130.0,380.0,105.0
130.0,380.0,110.0
130.0,380.0,115.0
130.0,380.0,120.0
130.0,380.0,125.0
130.0,380.0,130.0
130.0,380.0,135.0
130.0,380.0,140.0
130.0,390.0,0.0
130.0,390.0,5.0
130.0,390.0,10.0
130.0,390.0,15.0
130.0,390.0,20.0
130.0,390.0,25.0
130.0,390.0,30.0
130.0,390.0,35.0
130.0,390.0,40.0
130.0,390.0,45.0
130.0,390.0,50.0
130.0,390.0,55.0
130.0,390.0,60.0
130.0,390.0,65.0
130.0,390.0,70.0
130.0,390.0,75.0
130.0,390.0,80.0
130.0,390.0,85.0
130.0,390.0,90.0
130.0,390.0,95.0
130.0,390.0,100.0
130.0,390.0,105.0
130.0,390.0,110.0
130.0,390.0,115.0
130.0,390.0,120.0
130.0,390.0,125.0
130.0,390.0,130.0
130.0,390.0,135.0
130.0,390.0,140.0
130.0,400.0,0.0
130.0,400.0,5.0
130.0,400.0,10.0
130.0,400.0,15.0
130.0,400.0,20.0
130.0,400.0,25.0
130.0,400.0,30.0
130.0,400.0,35.0
130.0,400.0,40.0
130.0,400.0,45.0
130.0,400.0,50.0
130.0,400.0,55.0
130.0,400.0,60.0
130.0,400.0,65.0
130.0,400.0,70.0
130.0,400.0,75.0
130.0,400.0,80.0
130.0,400.0,85.0
130.0,400.0,90.0
130.0,400.0,95.0
130.0,400.0,100.0
130.0,400.0,105.0
130.0,400.0,110.0
130.0,400.0,115.0
130.0,400.0,120.0
130.0,400.0,125.0
130.0,400.0,130.0
130.0,400.0,135.0
130.0,400.0,140.0
130.0,410.0,0.0
130.0,410.0,5.0
130.0,410.0,10.0
130.0,410.0,15.0
130.0,410.0,20.0
130.0,410.0,25.0
130.0,410.0,30.0
130.0,410.0,35.0
130.0,410.0,40.0
130.0,410.0,45.0
130.0,410.0,50.0
130.0,410.0,55.0
130.0,410.0,60.0
130.0,410.0,65.0
130.0,410.0,70.0
130.0,410.0,75.0
130.0,410.0,80.0
130.0,410.0,85.0
130.0,410.0,90.0
130.0,410.0,95.0
130.0,410.0,100.0
130.0,410.0,105.0
130.0,410.0,110.0
130.0,410.0,115.0
130.0,410.0,120.0
130.0,410.0,125.0
130.0,410.0,130.0
130.0,410.0,135.0
130.0,410.0,140.0
130.0,420.0,0.0
130.0,420.0,5.0
130.0,420.0,10.0
130.0,420.0,15.0
130.0,420.0,20.0
130.0,420.0,25.0
130.0,420.0,30.0
130.0,420.0,35.0
130.0,420.0,40.0
130.0,420.0,45.0
130.0,420.0,50.0
130.0,420.0,55.0
130.0,420.0,60.0
130.0,420.0,65.0
130.0,420.0,70.0
130.0,420.0,75.0
130.0,420.0,80.0
130.0,420.0,85.0
130.0,420.0,90.0
130.0,420.0,95.0
130.0,420.0,100.0
130.0,420.0,105.0
130.0,420.0,110.0
130.0,420.0,115.0
130.0,420.0,120.0
130.0,420.0,125.0
130.0,420.0,130.0
130.0,420.0,135.0
130.0,420.0,140.0
130.0,430.0,0.0
130.0,430.0,5.0
130.0,430.0,10.0
130.0,430.0,15.0
130.0,430.0,20.0
130.0,430.0,25.0
130.0,430.0,30.0
130.0,430.0,35.0
130.0,430.0,40.0
130.0,430.0,45.0
130.0,430.0,50.0
130.0,430.0,55.0
130.0,430.0,60.0
130.0,430.0,65.0
130.0,430.0,70.0
130.0,430.0,75.0
130.0,430.0,80.0
130.0,430.0,85.0
130.0,430.0,90.0
130.0,430.0,95.0
130.0,430.0,100.0
130.0,430.0,105.0
130.0,430.0,110.0
130.0,430.0,115.0
130.0,430.0,120.0
130.0,430.0,125.0
130.0,430.0,130.0
130.0,430.0,135.0
130.0,430.0,140.0
130.0,440.0,0.0
130.0,440.0,5.0
130.0,440.0,10.0
130.0,440.0,15.0
130.0,440.0,20.0
130.0,440.0,25.0
130.0,440.0,30.0
130.0,440.0,35.0
130.0,440.0,40.0
130.0,440.0,45.0
130.0,440.0,50.0
130.0,440.0,55.0
130.0,440.0,60.0
130.0,440.0,65.0
130.0,440.0,70.0
130.0,440.0,75.0
130.0,440.0,80.0
130.0,440.0,85.0
130.0,440.0,90.0
130.0,440.0,95.0
130.0,440.0,100.0
130.0,440.0,105.0
130.0,440.0,110.0
130.0,440.0,115.0
130.0,440.0,120.0
130.0,440.0,125.0
130.0,440.0,130.0
130.0,440.0,135.0
130.0,440.0,140.0
130.0,450.0,0.0
130.0,450.0,5.0
130.0,450.0,10.0
130.0,450.0,15.0
130.0,450.0,20.0
130.0,450.0,25.0
130.0,450.0,30.0
130.0,450.0,35.0
130.0,450.0,40.0
130.0,450.0,45.0
130.0,450.0,50.0
130.0,450.0,55.0
130.0,450.0,60.0
130.0,450.0,65.0
130.0,450.0,70.0
130.0,450.0,75.0
130.0,450.0,80.0
130.0,450.0,85.0
130.0,450.0,90.0
130.0,450.0,95.0
130.0,450.0,100.0
130.0,450.0,105.0
130.0,450.0,110.0
130.0,450.0,115.0
130.0,450.0,120.0
130.0,450.0,125.0
130.0,450.0,130.0
130.0,450.0,135.0
130.0,450.0,140.0
130.0,460.0,0.0
130.0,460.0,5.0
130.0,460.0,10.0
130.0,460.0,15.0
130.0,460.0,20.0
130.0,460.0,25.0
130.0,460.0,30.0
130.0,460.0,35.0
130.0,460.0,40.0
130.0,460.0,45.0
130.0,460.0,50.0
130.0,460.0,55.0
130.0,460.0,60.0
130.0,460.0,65.0
130.0,460.0,70.0
130.0,460.0,75.0
130.0,460.0,80.0
130.0,460.0,85.0
130.0,460.0,90.0
130.0,460.0,95.0
130.0,460.0,100.0
130.0,460.0,105.0
130.0,460.0,110.0
130.0,460.0,115.0
130.0,460.0,120.0
130.0,460.0,125.0
130.0,460.0,130.0
130.0,460.0,135.0
130.0,460.0,140.0
130.0,470.0,0.0
130.0,470.0,5.0
130.0,470.0,10.0
130.0,470.0,15.0
130.0,470.0,20.0
130.0,470.0,25.0
130.0,470.0,30.0
130.0,470.0,35.0
130.0,470.0,40.0
130.0,470.0,45.0
130.0,470.0,50.0
130.0,470.0,55.0
130.0,470.0,60.0
130.0,470.0,65.0
130.0,470.0,70.0
130.0,470.0,75.0
130.0,470.0,80.0
130.0,470.0,85.0
130.0,470.0,90.0
130.0,470.0,95.0
130.0,470.0,100.0
130.0,470.0,105.0
130.0,470.0,110.0
130.0,470.0,115.0
130.0,470.0,120.0
130.0,470.0,125.0
130.0,470.0,130.0
130.0,470.0,135.0
130.0,470.0,140.0
130.0,480.0,0.0
130.0,480.0,5.0
130.0,480.0,10.0
130.0,480.0,15.0
130.0,480.0,20.0
130.0,480.0,25.0
130.0,480.0,30.0
130.0,480.0,35.0
130.0,480.0,40.0
130.0,480.0,45.0
130.0,480.0,50.0
130.0,480.0,55.0
130.0,480.0,60.0
130.0,480.0,65.0
130.0,480.0,70.0
130.0,480.0,75.0
130.0,480.0,80.0
130.0,480.0,85.0
130.0,480.0,90.0
130.0,480.0,95.0
130.0,480.0,100.0
130.0,480.0,105.0
130.0,480.0,110.0
130.0,480.0,115.0
130.0,480.0,120.0
130.0,480.0,125.0
130.0,480.0,130.0
130.0,480.0,135.0
130.0,480.0,140.0
130.0,490.0,0.0
130.0,490.0,5.0
130.0,490.0,10.0
130.0,490.0,15.0
130.0,490.0,20.0
130.0,490.0,25.0
130.0,490.0,30.0
130.0,490.0,35.0
130.0,490.0,40.0
130.0,490.0,45.0
130.0,490.0,50.0
130.0,490.0,55.0
130.0,490.0,60.0
130.0,490.0,65.0
130.0,490.0,70.0
130.0,490.0,75.0
130.0,490.0,80.0
130.0,490.0,85.0
130.0,490.0,90.0
130.0,490.0,95.0
130.0,490.0,100.0
130.0,490.0,105.0
130.0,490.0,110.0
130.0,490.0,115.0
130.0,490.0,120.0
130.0,490.0,125.0
130.0,490.0,130.0
130.0,490.0,135.0
130.0,490.0,140.0
130.0,500.0,0.0
130.0,500.0,5.0
130.0,500.0,10.0
130.0,500.0,15.0
130.0,500.0,20.0
130.0,500.0,25.0
130.0,500.0,30.0
130.0,500.0,35.0
130.0,500.0,40.0
130.0,500.0,45.0
130.0,500.0,50.0
130.0,500.0,55.0
130.0,500.0,60.0
130.0,500.0,65.0
130.0,500.0,70.0
130.0,500.0,75.0
130.0,500.0,80.0
130.0,500.0,85.0
130.0,500.0,90.0
130.0,500.0,95.0
130.0,500.0,100.0
130.0,500.0,105.0
130.0,500.0,110.0
130.0,500.0,115.0
130.0,500.0,120.0
130.0,500.0,125.0
130.0,500.0,130.0
130.0,500.0,135.0
130.0,500.0,140.0
130.0,510.0,0.0
130.0,510.0,5.0
130.0,510.0,10.0
130.0,510.0,15.0
130.0,510.0,20.0
130.0,510.0,25.0
130.0,510.0,30.0
130.0,510.0,35.0
130.0,510.0,40.0
130.0,510.0,45.0
130.0,510.0,50.0
130.0,510.0,55.0
130.0,510.0,60.0
130.0,510.0,65.0
130.0,510.0,70.0
130.0,510.0,75.0
130.0,510.0,80.0
130.0,510.0,85.0
130.0,510.0,90.0
130.0,510.0,95.0
130.0,510.0,100.0
130.0,510.0,105.0
130.0,510.0,110.0
130.0,510.0,115.0
130.0,510.0,120.0
130.0,510.0,125.0
130.0,510.0,130.0
130.0,510.0,135.0
130.0,510.0,140.0
130.0,520.0,0.0
130.0,520.0,5.0
130.0,520.0,10.0
130.0,520.0,15.0
130.0,520.0,20.0
130.0,520.0,25.0
130.0,520.0,30.0
130.0,520.0,35.0
130.0,520.0,40.0
130.0,520.0,45.0
130.0,520.0,50.0
130.0,520.0,55.0
130.0,520.0,60.0
130.0,520.0,65.0
130.0,520.0,70.0
130.0,520.0,75.0
130.0,520.0,80.0
130.0,520.0,85.0
130.0,520.0,90.0
130.0,520.0,95.0
130.0,520.0,100.0
130.0,520.0,105.0
130.0,520.0,110.0
130.0,520.0,115.0
130.0,520.0,120.0
130.0,520.0,125.0
130.0,520.0,130.0
130.0,520.0,135.0
130.0,520.0,140.0
130.0,530.0,0.0
130.0,530.0,5.0
130.0,530.0,10.0
130.0,530.0,15.0
130.0,530.0,20.0
130.0,530.0,25.0
130.0,530.0,30.0
130.0,530.0,35.0
130.0,530.0,40.0
130.0,530.0,45.0
130.0,530.0,50.0
130.0,530.0,55.0
130.0,530.0,60.0
130.0,530.0,65.0
130.0,530.0,70.0
130.0,530.0,75.0
130.0,530.0,80.0
130.0,530.0,85.0
130.0,530.0,90.0
130.0,530.0,95.0
130.0,530.0,100.0
130.0,530.0,105.0
130.0,530.0,110.0
130.0,530.0,115.0
130.0,530.0,120.0
130.0,530.0,125.0
130.0,530.0,130.0
130.0,530.0,135.0
130.0,530.0,140.0
130.0,540.0,0.0
130.0,540.0,5.0
130.0,540.0,10.0
130.0,540.0,15.0
130.0,540.0,20.0
130.0,540.0,25.0
130.0,540.0,30.0
130.0,540.0,35.0
130.0,540.0,40.0
130.0,540.0,45.0
130.0,540.0,50.0
130.0,540.0,55.0
130.0,540.0,60.0
130.0,540.0,65.0
130.0,540.0,70.0
130.0,540.0,75.0
130.0,540.0,80.0
130.0,540.0,85.0
130.0,540.0,90.0
130.0,540.0,95.0
130.0,540.0,100.0
130.0,540.0,105.0
130.0,540.0,110.0
130.0,540.0,115.0
130.0,540.0,120.0
130.0,540.0,125.0
130.0,540.0,130.0
130.0,540.0,135.0
130.0,540.0,140.0
130.0,550.0,0.0
130.0,550.0,5.0
130.0,550.0,10.0
130.0,550.0,15.0
130.0,550.0,20.0
130.0,550.0,25.0
130.0,550.0,30.0
130.0,550.0,35.0
130.0,550.0,40.0
130.0,550.0,45.0
130.0,550.0,50.0
130.0,550.0,55.0
130.0,550.0,60.0
130.0,550.0,65.0
130.0,550.0,70.0
130.0,550.0,75.0
130.0,550.0,80.0
130.0,550.0,85.0
130.0,550.0,90.0
130.0,550.0,95.0
130.0,550.0,100.0
130.0,550.0,105.0
130.0,550.0,110.0
130.0,550.0,115.0
130.0,550.0,120.0
130.0,550.0,125.0
130.0,550.0,130.0
130.0,550.0,135.0
130.0,550.0,140.0
130.0,560.0,0.0
130.0,560.0,5.0
130.0,560.0,10.0
130.0,560.0,15.0
130.0,560.0,20.0
130.0,560.0,25.0
130.0,560.0,30.0
130.0,560.0,35.0
130.0,560.0,40.0
130.0,560.0,45.0
130.0,560.0,50.0
130.0,560.0,55.0
130.0,560.0,60.0
130.0,560.0,65.0
130.0,560.0,70.0
130.0,560.0,75.0
130.0,560.0,80.0
130.0,560.0,85.0
130.0,560.0,90.0
130.0,560.0,95.0
130.0,560.0,100.0
130.0,560.0,105.0
130.0,560.0,110.0
130.0,560.0,115.0
130.0,560.0,120.0
130.0,560.0,125.0
130.0,560.0,130.0
130.0,560.0,135.0
130.0,560.0,140.0
130.0,570.0,0.0
130.0,570.0,5.0
130.0,570.0,10.0
130.0,570.0,15.0
130.0,570.0,20.0
130.0,570.0,25.0
130.0,570.0,30.0
130.0,570.0,35.0
130.0,570.0,40.0
130.0,570.0,45.0
130.0,570.0,50.0
130.0,570.0,55.0
130.0,570.0,60.0
130.0,570.0,65.0
130.0,570.0,70.0
130.0,570.0,75.0
130.0,570.0,80.0
130.0,570.0,85.0
130.0,570.0,90.0
130.0,570.0,95.0
130.0,570.0,100.0
130.0,570.0,105.0
130.0,570.0,110.0
130.0,570.0,115.0
130.0,570.0,120.0
130.0,570.0,125.0
130.0,570.0,130.0
130.0,570.0,135.0
130.0,570.0,140.0
130.0,580.0,0.0
130.0,580.0,5.0
130.0,580.0,10.0
130.0,580.0,15.0
130.0,580.0,20.0
130.0,580.0,25.0
130.0,580.0,30.0
130.0,580.0,35.0
130.0,580.0,40.0
130.0,580.0,45.0
130.0,580.0,50.0
130.0,580.0,55.0
130.0,580.0,60.0
130.0,580.0,65.0
130.0,580.0,70.0
130.0,580.0,75.0
130.0,580.0,80.0
130.0,580.0,85.0
130.0,580.0,90.0
130.0,580.0,95.0
130.0,580.0,100.0
130.0,580.0,105.0
130.0,580.0,110.0
130.0,580.0,115.0
130.0,580.0,120.0
130.0,580.0,125.0
130.0,580.0,130.0
130.0,580.0,135.0
130.0,580.0,140.0
130.0,590.0,0.0
130.0,590.0,5.0
130.0,590.0,10.0
130.0,590.0,15.0
130.0,590.0,20.0
130.0,590.0,25.0
130.0,590.0,30.0
130.0,590.0,35.0
130.0,590.0,40.0
130.0,590.0,45.0
130.0,590.0,50.0
130.0,590.0,55.0
130.0,590.0,60.0
130.0,590.0,65.0
130.0,590.0,70.0
130.0,590.0,75.0
130.0,590.0,80.0
130.0,590.0,85.0
130.0,590.0,90.0
130.0,590.0,95.0
130.0,590.0,100.0
130.0,590.0,105.0
130.0,590.0,110.0
130.0,590.0,115.0
130.0,590.0,120.0
130.0,590.0,125.0
130.0,590.0,130.0
130.0,590.0,135.0
130.0,590.0,140.0
130.0,600.0,0.0
130.0,600.0,5.0
130.0,600.0,10.0
130.0,600.0,15.0
130.0,600.0,20.0
130.0,600.0,25.0
130.0,600.0,30.0
130.0,600.0,35.0
130.0,600.0,40.0
130.0,600.0,45.0
130.0,600.0,50.0
130.0,600.0,55.0
130.0,600.0,60.0
130.0,600.0,65.0
130.0,600.0,70.0
130.0,600.0,75.0
130.0,600.0,80.0
130.0,600.0,85.0
130.0,600.0,90.0
130.0,600.0,95.0
130.0,600.0,100.0
130.0,600.0,105.0
130.0,600.0,110.0
130.0,600.0,115.0
130.0,600.0,120.0
130.0,600.0,125.0
130.0,600.0,130.0
130.0,600.0,135.0
130.0,600.0,140.0
140.0,0.0,0.0
140.0,0.0,5.0
140.0,0.0,10.0
140.0,0.0,15.0
140.0,0.0,20.0
140.0,0.0,25.0
140.0,0.0,30.0
140.0,0.0,35.0
140.0,0.0,40.0
140.0,0.0,45.0
140.0,0.0,50.0
140.0,0.0,55.0
140.0,0.0,60.0
140.0,0.0,65.0
140.0,0.0,70.0
140.0,0.0,75.0
140.0,0.0,80.0
140.0,0.0,85.0
140.0,0.0,90.0
140.0,0.0,95.0
140.0,0.0,100.0
140.0,0.0,105.0
140.0,0.0,110.0
140.0,0.0,115.0
140.0,0.0,120.0
140.0,0.0,125.0
140.0,0.0,130.0
140.0,0.0,135.0
140.0,0.0,140.0
140.0,10.0,0.0
140.0,10.0,5.0
140.0,10.0,10.0
140.0,10.0,15.0
140.0,10.0,20.0
140.0,10.0,25.0
140.0,10.0,30.0
140.0,10.0,35.0
140.0,10.0,40.0
140.0,10.0,45.0
140.0,10.0,50.0
140.0,10.0,55.0
140.0,10.0,60.0
140.0,10.0,65.0
140.0,10.0,70.0
140.0,10.0,75.0
140.0,10.0,80.0
140.0,10.0,85.0
140.0,10.0,90.0
140.0,10.0,95.0
140.0,10.0,100.0
140.0,10.0,105.0
140.0,10.0,110.0
140.0,10.0,115.0
140.0,10.0,120.0
140.0,10.0,125.0
140.0,10.0,130.0
140.0,10.0,135.0
140.0,10.0,140.0
140.0,20.0,0.0
140.0,20.0,5.0
140.0,20.0,10.0
140.0,20.0,15.0
140.0,20.0,20.0
140.0,20.0,25.0
140.0,20.0,30.0
140.0,20.0,35.0
140.0,20.0,40.0
140.0,20.0,45.0
140.0,20.0,50.0
140.0,20.0,55.0
140.0,20.0,60.0
140.0,20.0,65.0
140.0,20.0,70.0
140.0,20.0,75.0
140.0,20.0,80.0
140.0,20.0,85.0
140.0,20.0,90.0
140.0,20.0,95.0
140.0,20.0,100.0
140.0,20.0,105.0
140.0,20.0,110.0
140.0,20.0,115.0
140.0,20.0,120.0
140.0,20.0,125.0
140.0,20.0,130.0
140.0,20.0,135.0
140.0,20.0,140.0
140.0,30.0,0.0
140.0,30.0,5.0
140.0,30.0,10.0
140.0,30.0,15.0
140.0,30.0,20.0
140.0,30.0,25.0
140.0,30.0,30.0
140.0,30.0,35.0
140.0,30.0,40.0
140.0,30.0,45.0
140.0,30.0,50.0
140.0,30.0,55.0
140.0,30.0,60.0
140.0,30.0,65.0
140.0,30.0,70.0
140.0,30.0,75.0
140.0,30.0,80.0
140.0,30.0,85.0
140.0,30.0,90.0
140.0,30.0,95.0
140.0,30.0,100.0
140.0,30.0,105.0
140.0,30.0,110.0
140.0,30.0,115.0
140.0,30.0,120.0
140.0,30.0,125.0
140.0,30.0,130.0
140.0,30.0,135.0
140.0,30.0,140.0
140.0,40.0,0.0
140.0,40.0,5.0
140.0,40.0,10.0
140.0,40.0,15.0
140.0,40.0,20.0
140.0,40.0,25.0
140.0,40.0,30.0
140.0,40.0,35.0
140.0,40.0,40.0
140.0,40.0,45.0
140.0,40.0,50.0
